Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Store.2,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Week of Year,PromotionActive,RandSample
289,2,2014-09-30,6900,596,1,1,0,0,289,d,a,6540,12,2007,0,,,,2014,9,40,"""Yes""",0.416997031
215,2,2014-02-18,7196,530,1,1,0,0,215,d,a,150,,,1,45,2009,"Feb,May,Aug,Nov",2014,2,8,"""Yes""",0.715400983
62,6,2014-08-23,3809,424,1,0,0,0,62,a,a,2050,,,0,,,,2014,8,34,"""No""",0.144296139
1104,5,2014-02-07,6005,465,1,1,0,0,1104,d,a,260,2,2012,1,14,2011,"Jan,Apr,Jul,Oct",2014,2,6,"""Yes""",0.512111712
969,5,2014-08-08,3947,668,1,1,0,1,969,a,c,600,11,1999,1,10,2013,"Jan,Apr,Jul,Oct",2014,8,32,"""Yes""",0.496111542
524,6,2014-07-19,6046,685,1,0,0,0,524,a,c,40860,9,2013,0,,,,2014,7,29,"""No""",0.029112425
393,4,2014-02-06,5499,555,1,1,0,0,393,d,c,4820,3,2008,0,,,,2014,2,6,"""Yes""",0.308551259
551,5,2014-01-10,6526,984,1,1,0,0,551,a,c,2190,9,2013,0,,,,2014,1,2,"""Yes""",0.636285252
428,1,2014-06-02,9735,705,1,1,0,0,428,d,a,2960,12,2014,1,23,2015,"Mar,Jun,Sept,Dec",2014,6,23,"""Yes""",0.770327821
641,4,2014-01-23,6085,597,1,1,0,0,641,a,c,610,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",2014,1,4,"""Yes""",0.114294753
743,4,2014-03-20,3918,418,1,1,0,0,743,a,a,6710,11,2003,1,14,2012,"Jan,Apr,Jul,Oct",2014,3,12,"""Yes""",0.319900714
870,5,2014-02-28,7288,930,1,0,0,0,870,a,a,780,4,2009,0,,,,2014,2,9,"""No""",0.304212863
689,2,2014-04-22,6523,765,1,0,0,1,689,d,a,15040,10,2004,0,,,,2014,4,17,"""No""",0.541633268
836,2,2014-02-11,5161,713,1,0,0,0,836,a,a,2720,9,2012,0,,,,2014,2,7,"""No""",0.500114923
922,4,2014-09-04,7767,709,1,1,0,0,922,d,a,2110,3,2006,0,,,,2014,9,36,"""Yes""",0.750670745
863,1,2014-04-21,1913,281,1,0,,1,863,a,c,21370,11,2010,0,,,,2014,4,17,"""No""",0.825476336
483,2,2014-05-06,7340,995,1,1,0,0,483,a,c,2310,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",2014,5,19,"""Yes""",0.534246767
510,5,2014-07-04,9299,932,1,1,0,0,510,a,c,8260,,,0,,,,2014,7,27,"""Yes""",0.328577824
228,6,2014-01-25,7608,632,1,0,0,0,228,d,c,10800,,,1,18,2011,"Feb,May,Aug,Nov",2014,1,4,"""Yes""",0.321215728
576,4,2014-01-09,7054,966,1,1,0,0,576,c,a,50,11,2006,0,,,,2014,1,2,"""Yes""",0.955235261
907,6,2014-08-02,5997,807,1,0,0,0,907,a,c,250,,,0,,,,2014,8,31,"""No""",0.443638438
676,2,2014-04-01,8546,1918,1,1,0,0,676,b,b,1410,9,2008,0,,,,2014,4,14,"""Yes""",0.269865556
325,5,2014-10-17,4441,501,1,0,0,1,325,a,c,350,3,2011,1,22,2011,"Feb,May,Aug,Nov",2014,10,42,"""Yes""",0.957362524
144,3,2014-06-25,6480,620,1,0,0,0,144,a,c,16570,,,0,,,,2014,6,26,"""No""",0.735844267
1074,4,2014-05-22,5222,567,1,1,0,0,1074,c,c,3330,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",2014,5,21,"""Yes""",0.962535666
191,1,2014-06-30,7789,801,1,1,0,0,191,a,a,1100,8,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014,6,27,"""Yes""",0.031300497
548,5,2014-08-01,5151,435,1,1,0,1,548,d,c,3760,2,2009,0,,,,2014,8,31,"""Yes""",0.989293814
461,5,2014-06-13,4243,433,1,0,0,1,461,d,c,1790,7,2013,1,40,2013,"Jan,Apr,Jul,Oct",2014,6,24,"""Yes""",0.293602062
1094,2,2014-03-25,2973,262,1,0,0,0,1094,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014,3,13,"""Yes""",0.324401462
202,2,2014-06-03,7194,531,1,1,0,0,202,d,c,5140,5,2010,0,,,,2014,6,23,"""Yes""",0.698324243
254,2,2014-10-07,3513,246,1,1,0,0,254,d,a,330,3,2008,1,1,2012,"Mar,Jun,Sept,Dec",2014,10,41,"""Yes""",0.846620673
529,6,2014-04-19,10066,1036,1,0,0,0,529,d,c,12920,9,2012,0,,,,2014,4,16,"""No""",0.06451192
356,3,2014-01-22,5386,381,1,1,0,0,356,d,c,8970,12,2007,1,22,2012,"Feb,May,Aug,Nov",2014,1,4,"""Yes""",0.861968012
592,3,2014-10-01,5690,679,1,1,0,0,592,a,a,2540,6,2005,0,,,,2014,10,40,"""Yes""",0.214350823
347,6,2014-08-23,4849,416,1,0,0,0,347,d,c,9360,7,2013,1,22,2012,"Mar,Jun,Sept,Dec",2014,8,34,"""Yes""",0.809996354
1093,5,2014-06-20,9528,939,1,1,0,0,1093,c,c,10450,6,2009,0,,,,2014,6,25,"""Yes""",0.315284235
367,6,2014-10-04,6075,641,1,0,0,0,367,d,c,2640,9,2012,0,,,,2014,10,40,"""No""",0.628536556
866,5,2014-08-15,5782,435,1,0,0,1,866,d,a,9680,,,1,5,2013,"Feb,May,Aug,Nov",2014,8,33,"""Yes""",0.033058735
595,4,2014-02-27,10808,1405,1,0,0,0,595,c,c,1130,6,2015,0,,,,2014,2,9,"""No""",0.595782974
605,6,2014-07-12,6644,528,1,0,0,0,605,d,a,10310,4,2003,1,37,2009,"Jan,Apr,Jul,Oct",2014,7,28,"""Yes""",0.596874633
602,2,2014-08-05,7969,685,1,1,0,1,602,a,a,2710,7,2001,1,22,2012,"Mar,Jun,Sept,Dec",2014,8,32,"""Yes""",0.06346149
887,1,2014-06-23,5308,493,1,0,0,0,887,d,a,19700,,,1,37,2009,"Jan,Apr,Jul,Oct",2014,6,26,"""Yes""",0.024795092
92,6,2014-05-10,6749,630,1,0,0,0,92,c,a,240,,,1,45,2009,"Feb,May,Aug,Nov",2014,5,19,"""Yes""",0.287993552
647,3,2014-06-18,6405,746,1,1,0,0,647,a,c,7420,4,2013,0,,,,2014,6,25,"""Yes""",0.858211807
978,3,2014-05-21,6711,956,1,1,0,0,978,c,c,3890,,,0,,,,2014,5,21,"""Yes""",0.959055171
288,1,2014-05-19,7191,499,1,1,0,0,288,d,a,800,,,1,14,2011,"Mar,Jun,Sept,Dec",2014,5,21,"""Yes""",0.192980156
831,2,2014-02-18,16661,1937,1,1,0,0,831,a,a,800,6,2007,0,,,,2014,2,8,"""Yes""",0.002163238
103,6,2014-02-08,2974,273,1,0,0,0,103,d,c,5210,5,2015,0,,,,2014,2,6,"""No""",0.989010808
630,3,2014-05-28,6347,767,1,0,0,0,630,a,a,1690,4,2015,0,,,,2014,5,22,"""No""",0.448217898
734,6,2014-01-18,3112,291,1,0,0,0,734,a,a,220,,,1,36,2013,"Mar,Jun,Sept,Dec",2014,1,3,"""Yes""",0.221197726
568,4,2014-03-13,3938,373,1,0,0,0,568,d,c,4270,,,1,1,2013,"Jan,Apr,Jul,Oct",2014,3,11,"""Yes""",0.347844137
161,5,2014-06-06,8199,962,1,1,0,0,161,a,c,2970,3,2005,0,,,,2014,6,23,"""Yes""",0.341558859
964,4,2014-11-06,11966,1557,1,1,0,0,964,a,a,270,,,1,5,2013,"Feb,May,Aug,Nov",2014,11,45,"""Yes""",0.010114028
474,6,2014-10-25,4644,491,1,0,0,0,474,c,a,14810,,,1,14,2011,"Mar,Jun,Sept,Dec",2014,10,43,"""Yes""",0.063591067
354,2,2014-09-02,9666,794,1,1,0,0,354,d,c,1500,10,2005,0,,,,2014,9,36,"""Yes""",0.070944823
24,2,2014-08-05,10374,878,1,1,0,1,24,a,c,4590,3,2000,1,40,2011,"Jan,Apr,Jul,Oct",2014,8,32,"""Yes""",0.477722966
1029,3,2014-10-01,7575,964,1,1,0,0,1029,a,a,1590,3,2006,0,,,,2014,10,40,"""Yes""",0.849144175
335,1,2014-06-02,23832,3538,1,1,0,0,335,b,a,90,,,1,31,2013,"Jan,Apr,Jul,Oct",2014,6,23,"""Yes""",0.124679542
262,1,2014-06-16,20558,3234,1,1,0,0,262,b,a,1180,5,2013,0,,,,2014,6,25,"""Yes""",0.811298494
590,5,2014-11-07,5552,407,1,1,0,0,590,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",2014,11,45,"""Yes""",0.400719555
295,6,2014-09-27,4051,590,1,0,0,0,295,a,a,210,11,2000,1,36,2013,"Mar,Jun,Sept,Dec",2014,9,39,"""Yes""",0.605963208
193,2,2014-07-08,3125,542,1,0,0,0,193,a,a,520,,,0,,,,2014,7,28,"""No""",0.36321227
649,6,2014-06-21,1476,172,1,0,0,0,649,a,a,14570,11,2002,0,,,,2014,6,25,"""No""",0.100120491
789,3,2014-07-16,3568,486,1,1,0,0,789,a,c,9770,7,2003,0,,,,2014,7,29,"""Yes""",0.389562149
896,6,2014-06-28,6150,921,1,0,0,0,896,a,c,170,9,2012,0,,,,2014,6,26,"""No""",0.625399051
645,1,2014-05-12,8263,1158,1,0,0,0,645,a,a,90,,,1,45,2009,"Feb,May,Aug,Nov",2014,5,20,"""Yes""",0.952203055
49,1,2014-07-14,10161,630,1,1,0,0,49,d,c,18010,9,2007,0,,,,2014,7,29,"""Yes""",0.998632265
260,3,2014-08-13,5940,852,1,0,0,1,260,a,a,540,10,2011,0,,,,2014,8,33,"""No""",0.366078459
1017,5,2014-10-10,7212,978,1,1,0,0,1017,c,a,110,11,2008,0,,,,2014,10,41,"""Yes""",0.392413541
188,6,2014-06-14,4756,421,1,0,0,0,188,d,a,850,,,1,18,2011,"Feb,May,Aug,Nov",2014,6,24,"""Yes""",0.207900714
103,4,2014-09-18,4406,442,1,1,0,0,103,d,c,5210,5,2015,0,,,,2014,9,38,"""Yes""",0.932708716
563,4,2014-09-18,4975,646,1,1,0,0,563,a,a,700,3,2015,1,10,2014,"Jan,Apr,Jul,Oct",2014,9,38,"""Yes""",0.179637309
730,6,2014-12-13,9447,1027,1,0,0,0,730,c,a,1190,9,2013,0,,,,2014,12,50,"""No""",0.087187941
1081,3,2014-04-16,9364,1373,1,1,0,1,1081,b,a,400,3,2006,0,,,,2014,4,16,"""Yes""",0.34879832
688,3,2014-03-26,2549,298,1,0,0,0,688,a,a,18760,8,2015,1,14,2011,"Jan,Apr,Jul,Oct",2014,3,13,"""Yes""",0.568294048
558,3,2014-07-02,4033,499,1,1,0,0,558,a,a,3000,2,2010,0,,,,2014,7,27,"""Yes""",0.827942227
937,6,2014-04-19,7627,700,1,0,0,1,937,d,a,2810,,,1,10,2014,"Jan,Apr,Jul,Oct",2014,4,16,"""Yes""",0.737313115
986,2,2014-08-12,4249,637,1,0,0,1,986,a,a,620,10,2014,1,18,2014,"Feb,May,Aug,Nov",2014,8,33,"""Yes""",0.355387586
10,6,2014-09-20,5075,539,1,0,0,0,10,a,a,3160,9,2009,0,,,,2014,9,38,"""No""",0.889122348
822,4,2014-02-13,5337,503,1,0,0,0,822,a,c,410,11,2010,1,48,2010,"Mar,Jun,Sept,Dec",2014,2,7,"""Yes""",0.151819801
342,6,2014-03-01,12245,940,1,0,0,0,342,d,c,15770,,,1,40,2014,"Jan,Apr,Jul,Oct",2014,3,9,"""Yes""",0.921352647
780,5,2014-08-15,4533,622,1,0,0,1,780,a,a,18160,,,0,,,,2014,8,33,"""No""",0.340340727
701,4,2014-01-16,4031,499,1,0,0,0,701,d,a,1450,3,2012,1,14,2011,"Jan,Apr,Jul,Oct",2014,1,3,"""Yes""",0.030314568
1002,6,2014-11-08,5749,679,1,0,0,0,1002,d,c,1130,11,2008,0,,,,2014,11,45,"""No""",0.907951738
893,2,2014-04-29,7284,912,1,1,0,0,893,a,a,130,,,1,1,2013,"Jan,Apr,Jul,Oct",2014,4,18,"""Yes""",0.949572145
632,4,2014-10-09,6439,860,1,1,0,0,632,a,a,3350,2,2010,0,,,,2014,10,41,"""Yes""",0.063803777
265,3,2014-06-11,5062,507,1,0,0,0,265,a,a,4580,,,1,14,2015,"Jan,Apr,Jul,Oct",2014,6,24,"""Yes""",0.636966672
540,2,2014-03-04,6199,414,1,1,0,1,540,d,c,810,,,1,48,2012,"Jan,Apr,Jul,Oct",2014,3,10,"""Yes""",0.480756335
767,2,2014-07-29,7891,700,1,1,0,1,767,a,c,13080,,,0,,,,2014,7,31,"""Yes""",0.030788407
861,4,2014-11-20,3304,517,1,0,0,0,861,c,c,740,,,1,14,2013,"Mar,Jun,Sept,Dec",2014,11,47,"""Yes""",0.225466386
503,5,2014-01-10,8622,611,1,1,0,0,503,d,c,13080,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",2014,1,2,"""Yes""",0.339377201
1097,1,2014-09-22,8613,2216,1,0,0,0,1097,b,b,720,3,2002,0,,,,2014,9,39,"""No""",0.258666455
4,5,2014-02-14,8877,1275,1,0,0,0,4,c,c,620,9,2009,0,,,,2014,2,7,"""No""",0.55651028
38,4,2014-10-16,3801,411,1,0,0,1,38,d,a,1090,4,2007,0,,,,2014,10,42,"""No""",0.24472912
1029,1,2014-02-03,8966,1033,1,1,0,1,1029,a,a,1590,3,2006,0,,,,2014,2,6,"""Yes""",0.660323237
869,5,2014-02-14,4572,783,1,0,0,0,869,c,a,230,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",2014,2,7,"""Yes""",0.530396553
1109,5,2014-02-28,5118,503,1,0,0,0,1109,c,a,3490,4,2011,1,22,2012,"Jan,Apr,Jul,Oct",2014,2,9,"""Yes""",0.176071542
866,1,2014-11-24,8670,578,1,1,0,0,866,d,a,9680,,,1,5,2013,"Feb,May,Aug,Nov",2014,11,48,"""Yes""",0.132644098
800,1,2014-01-20,7614,620,1,1,0,0,800,d,a,2020,7,2014,0,,,,2014,1,4,"""Yes""",0.554378781
151,1,2014-12-01,10721,853,1,1,0,0,151,d,c,4360,10,2005,0,,,,2014,12,49,"""Yes""",0.948577917
346,6,2014-06-28,5525,504,1,0,0,0,346,a,c,8090,,,0,,,,2014,6,26,"""No""",0.120450238
206,1,2014-10-27,7040,840,1,0,0,0,206,a,c,380,,,1,14,2012,"Jan,Apr,Jul,Oct",2014,10,44,"""Yes""",0.088780715
762,5,2014-09-12,3690,350,1,0,0,1,762,d,c,1280,,,1,10,2013,"Mar,Jun,Sept,Dec",2014,9,37,"""Yes""",0.252939707
904,4,2014-03-13,3979,389,1,0,0,0,904,d,c,570,7,2013,1,14,2011,"Jan,Apr,Jul,Oct",2014,3,11,"""Yes""",0.000678503
358,1,2014-08-11,8463,1016,1,0,0,1,358,a,a,2890,10,2003,0,,,,2014,8,33,"""No""",0.987462857
28,2,2014-02-18,7901,759,1,1,0,0,28,a,a,1200,10,2014,1,6,2015,"Mar,Jun,Sept,Dec",2014,2,8,"""Yes""",0.832961759
293,2,2014-09-23,4918,758,1,0,0,0,293,c,c,140,11,2007,0,,,,2014,9,39,"""No""",0.116005212
696,4,2014-05-22,7959,1055,1,1,0,0,696,a,c,430,,,0,,,,2014,5,21,"""Yes""",0.516229346
978,6,2014-08-09,4956,737,1,0,0,0,978,c,c,3890,,,0,,,,2014,8,32,"""No""",0.614259494
307,5,2014-08-08,3295,374,1,1,0,1,307,a,a,18660,9,2002,0,,,,2014,8,32,"""Yes""",0.39397004
1103,2,2014-02-25,2827,281,1,0,0,0,1103,d,c,1340,10,2006,1,5,2013,"Feb,May,Aug,Nov",2014,2,9,"""Yes""",0.161079785
989,4,2014-06-12,4059,500,1,0,0,1,989,a,a,1640,6,2006,1,40,2011,"Jan,Apr,Jul,Oct",2014,6,24,"""Yes""",0.995713734
470,2,2014-03-25,9468,1405,1,0,0,0,470,a,c,50,,,0,,,,2014,3,13,"""No""",0.323025196
657,5,2014-11-21,5065,672,1,0,0,0,657,c,c,80,1,2006,1,10,2014,"Jan,Apr,Jul,Oct",2014,11,47,"""Yes""",0.349193047
1030,3,2014-09-24,2842,273,1,0,0,0,1030,a,a,36410,4,2008,0,,,,2014,9,39,"""No""",0.830724696
330,2,2014-09-30,4883,503,1,1,0,0,330,a,c,370,,,1,22,2012,"Mar,Jun,Sept,Dec",2014,9,40,"""Yes""",0.731857932
467,5,2014-12-19,16865,1901,1,1,0,0,467,a,c,20390,4,2008,0,,,,2014,12,51,"""Yes""",0.653594096
860,5,2014-07-04,5559,717,1,1,0,0,860,c,c,5980,2,2010,0,,,,2014,7,27,"""Yes""",0.724017528
698,6,2014-04-26,14006,1823,1,0,0,0,698,a,a,1790,5,2011,0,,,,2014,4,17,"""No""",0.247411541
559,6,2014-10-25,2067,307,1,0,0,0,559,d,a,3910,11,2006,1,5,2013,"Feb,May,Aug,Nov",2014,10,43,"""Yes""",0.942573054
843,4,2014-08-07,8363,983,1,1,0,1,843,c,a,60,4,2006,0,,,,2014,8,32,"""Yes""",0.522180646
780,1,2014-11-24,10410,1049,1,1,0,0,780,a,a,18160,,,0,,,,2014,11,48,"""Yes""",0.719119697
267,5,2014-05-02,16106,1745,1,1,0,1,267,c,a,2460,1,2012,0,,,,2014,5,18,"""Yes""",0.473593727
98,4,2014-03-20,4932,408,1,1,0,0,98,d,c,15140,12,2006,1,1,2012,"Jan,Apr,Jul,Oct",2014,3,12,"""Yes""",0.252887031
1100,2,2014-01-07,8187,946,1,1,0,1,1100,a,a,540,,,1,14,2011,"Jan,Apr,Jul,Oct",2014,1,2,"""Yes""",0.257889631
320,6,2014-05-03,12381,1820,1,0,0,0,320,a,c,210,9,2012,0,,,,2014,5,18,"""No""",0.415336495
751,4,2014-10-23,4359,655,1,1,0,0,751,a,a,650,10,2006,0,,,,2014,10,43,"""Yes""",0.999887088
967,4,2014-05-15,7236,931,1,0,0,0,967,a,c,3560,9,2013,1,36,2013,"Jan,Apr,Jul,Oct",2014,5,20,"""Yes""",0.427089348
163,4,2014-06-26,6428,832,1,0,0,0,163,a,a,1480,4,2009,0,,,,2014,6,26,"""No""",0.460280294
455,4,2014-09-25,6091,415,1,0,0,0,455,d,c,7660,9,2010,0,,,,2014,9,39,"""No""",0.786901068
1032,3,2014-04-02,10115,1018,1,1,0,0,1032,d,c,270,2,2013,1,40,2012,"Jan,Apr,Jul,Oct",2014,4,14,"""Yes""",0.641872174
688,6,2014-03-01,1633,173,1,0,0,0,688,a,a,18760,8,2015,1,14,2011,"Jan,Apr,Jul,Oct",2014,3,9,"""Yes""",0.925684851
173,2,2014-05-13,7112,971,1,0,0,0,173,a,a,350,12,2012,0,,,,2014,5,20,"""No""",0.822409734
302,6,2014-03-22,3729,344,1,0,0,0,302,d,c,2190,12,2007,1,9,2011,"Mar,Jun,Sept,Dec",2014,3,12,"""Yes""",0.547963979
489,1,2014-02-17,13686,1024,1,1,0,0,489,a,a,14960,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2014,2,8,"""Yes""",0.464022231
303,3,2014-12-10,5757,609,1,0,0,0,303,a,a,15430,11,2012,1,18,2011,"Feb,May,Aug,Nov",2014,12,50,"""Yes""",0.634058314
1068,5,2014-10-24,4506,324,1,1,0,0,1068,d,c,5010,,,1,5,2013,"Jan,Apr,Jul,Oct",2014,10,43,"""Yes""",0.712123538
1085,3,2014-10-01,9951,935,1,1,0,0,1085,c,a,4030,2,2015,0,,,,2014,10,40,"""Yes""",0.506309699
140,2,2014-12-16,10982,1231,1,1,0,0,140,a,c,1090,7,2010,1,1,2013,"Jan,Apr,Jul,Oct",2014,12,51,"""Yes""",0.075431268
668,4,2014-11-06,8825,1161,1,1,0,0,668,c,a,1270,9,2010,0,,,,2014,11,45,"""Yes""",0.877084503
860,6,2014-06-07,5525,713,1,0,0,0,860,c,c,5980,2,2010,0,,,,2014,6,23,"""No""",0.805863137
334,6,2014-12-27,5475,597,1,0,0,0,334,d,c,4040,8,2008,1,18,2013,"Mar,Jun,Sept,Dec",2014,12,52,"""Yes""",0.331020949
300,3,2014-03-19,6408,787,1,1,0,0,300,a,c,120,4,2009,1,1,2012,"Jan,Apr,Jul,Oct",2014,3,12,"""Yes""",0.088524371
202,1,2014-03-31,8028,624,1,1,0,0,202,d,c,5140,5,2010,0,,,,2014,3,14,"""Yes""",0.69367135
916,3,2014-11-26,6967,766,1,1,0,0,916,a,a,90,11,2012,0,,,,2014,11,48,"""Yes""",0.129009425
720,3,2014-06-18,7880,769,1,1,0,0,720,a,c,15320,3,2011,1,14,2013,"Feb,May,Aug,Nov",2014,6,25,"""Yes""",0.554983456
210,6,2014-01-11,2959,364,1,0,0,0,210,d,a,970,11,1999,1,5,2013,"Feb,May,Aug,Nov",2014,1,2,"""Yes""",0.86093669
1095,1,2014-12-29,5891,710,1,0,0,1,1095,a,a,690,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2014,12,53,"""Yes""",0.600440677
590,4,2014-10-23,5186,378,1,1,0,0,590,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",2014,10,43,"""Yes""",0.859399912
1074,3,2014-04-23,3046,400,1,0,0,1,1074,c,c,3330,10,2001,1,14,2011,"Jan,Apr,Jul,Oct",2014,4,17,"""Yes""",0.381463041
381,4,2014-12-04,11952,1150,1,1,0,0,381,a,a,1800,11,2006,1,5,2013,"Feb,May,Aug,Nov",2014,12,49,"""Yes""",0.103652089
685,1,2014-03-17,9405,776,1,1,0,0,685,a,a,650,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2014,3,12,"""Yes""",0.285946537
456,5,2014-07-11,4791,694,1,0,0,1,456,a,c,140,,,0,,,,2014,7,28,"""No""",0.92544857
704,3,2014-01-22,11439,1165,1,1,0,0,704,d,c,1910,4,2009,0,,,,2014,1,4,"""Yes""",0.181657854
841,6,2014-08-30,1299,212,1,0,0,0,841,a,a,27650,8,2004,0,,,,2014,8,35,"""No""",0.073983803
945,3,2014-12-24,4023,415,1,0,0,1,945,a,c,12480,3,2011,0,,,,2014,12,52,"""No""",0.108090184
403,4,2014-12-04,9520,914,1,1,0,0,403,a,a,4970,7,2015,0,,,,2014,12,49,"""Yes""",0.220270903
208,1,2014-09-22,2442,341,1,0,0,0,208,c,a,300,4,2006,0,,,,2014,9,39,"""No""",0.206897981
386,3,2014-09-10,4922,488,1,0,0,0,386,d,c,1460,4,2014,1,31,2013,"Jan,Apr,Jul,Oct",2014,9,37,"""Yes""",0.983420803
725,2,2014-03-25,4019,483,1,0,0,0,725,d,c,17540,6,2012,0,,,,2014,3,13,"""No""",0.712608985
572,6,2014-01-04,6403,502,1,0,0,0,572,d,c,9230,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",2014,1,1,"""Yes""",0.045160911
616,4,2014-10-16,7123,758,1,0,0,1,616,a,c,3040,8,2011,1,35,2010,"Mar,Jun,Sept,Dec",2014,10,42,"""Yes""",0.276032943
1086,1,2014-05-26,5175,698,1,0,0,0,1086,a,a,180,11,2013,1,18,2011,"Feb,May,Aug,Nov",2014,5,22,"""Yes""",0.263723235
958,5,2014-05-02,4833,624,1,1,0,1,958,a,a,440,11,2013,0,,,,2014,5,18,"""Yes""",0.683566373
939,6,2014-03-29,6149,612,1,0,0,0,939,d,a,1340,,,0,,,,2014,3,13,"""No""",0.986661082
689,3,2014-09-10,5053,573,1,0,0,0,689,d,a,15040,10,2004,0,,,,2014,9,37,"""No""",0.531744578
1031,5,2014-10-24,4774,420,1,1,0,0,1031,d,a,590,5,2001,0,,,,2014,10,43,"""Yes""",0.268462344
1033,2,2014-09-09,11057,1180,1,0,0,0,1033,a,a,7680,3,2006,0,,,,2014,9,37,"""No""",0.862694042
882,4,2014-07-10,5833,734,1,0,0,1,882,a,a,30,4,2013,0,,,,2014,7,28,"""No""",0.414248067
216,3,2014-12-31,4042,533,1,0,0,1,216,c,a,190,,,1,45,2009,"Feb,May,Aug,Nov",2014,12,53,"""Yes""",0.031795772
833,4,2014-10-30,4781,487,1,0,0,1,833,d,c,3290,12,1999,1,35,2010,"Mar,Jun,Sept,Dec",2014,10,44,"""Yes""",0.702261078
757,5,2014-02-07,6037,539,1,1,0,0,757,a,c,3450,,,0,,,,2014,2,6,"""Yes""",0.756156141
419,1,2014-12-15,10325,1255,1,1,0,0,419,c,a,1620,9,2009,0,,,,2014,12,51,"""Yes""",0.039268287
344,6,2014-07-12,6845,924,1,0,0,0,344,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",2014,7,28,"""Yes""",0.54116435
255,6,2014-02-01,7627,782,1,0,0,0,255,c,c,4630,3,2011,1,35,2011,"Feb,May,Aug,Nov",2014,2,5,"""Yes""",0.84241234
878,3,2014-03-19,9404,859,1,1,0,0,878,d,c,1100,12,2014,0,,,,2014,3,12,"""Yes""",0.858796041
903,1,2014-03-24,11445,819,1,0,0,0,903,d,c,7290,9,2014,0,,,,2014,3,13,"""No""",0.604121291
547,6,2014-05-03,5550,487,1,0,0,0,547,d,c,8990,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",2014,5,18,"""Yes""",0.28905643
82,5,2014-01-24,9652,920,1,1,0,0,82,a,a,22390,4,2008,1,37,2009,"Jan,Apr,Jul,Oct",2014,1,4,"""Yes""",0.420826336
188,5,2014-10-10,5566,488,1,1,0,0,188,d,a,850,,,1,18,2011,"Feb,May,Aug,Nov",2014,10,41,"""Yes""",0.404366523
85,1,2014-10-27,5708,952,1,0,0,1,85,b,a,1870,10,2011,0,,,,2014,10,44,"""No""",0.205587793
1026,6,2014-04-26,7026,970,1,0,0,0,1026,c,a,450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec",2014,4,17,"""Yes""",0.48794117
955,3,2014-01-22,4665,441,1,1,0,0,955,d,c,1690,7,2009,1,36,2013,"Mar,Jun,Sept,Dec",2014,1,4,"""Yes""",0.228823584
465,6,2014-11-08,7917,662,1,0,0,0,465,d,c,10890,4,2005,0,,,,2014,11,45,"""No""",0.335500839
499,1,2014-11-03,8425,1016,1,1,0,0,499,c,c,450,,,1,5,2013,"Feb,May,Aug,Nov",2014,11,45,"""Yes""",0.638711775
1078,3,2014-05-21,7446,545,1,1,0,0,1078,d,c,670,,,1,40,2011,"Jan,Apr,Jul,Oct",2014,5,21,"""Yes""",0.071895297
807,2,2014-07-29,10697,962,1,1,0,1,807,a,a,3870,4,2008,0,,,,2014,7,31,"""Yes""",0.172454792
273,1,2014-09-29,10298,913,1,1,0,0,273,a,c,8480,,,0,,,,2014,9,40,"""Yes""",0.199010586
793,6,2014-03-15,4502,465,1,0,0,0,793,d,a,2710,7,2006,0,,,,2014,3,11,"""No""",0.987925771
802,6,2014-11-01,6722,514,1,0,0,0,802,a,c,910,,,1,22,2011,"Feb,May,Aug,Nov",2014,11,44,"""Yes""",0.104219376
54,3,2014-08-20,8129,710,1,1,0,1,54,d,c,7170,8,2014,1,5,2013,"Feb,May,Aug,Nov",2014,8,34,"""Yes""",0.933377058
84,6,2014-03-08,9813,1163,1,0,0,0,84,a,c,11810,8,2014,0,,,,2014,3,10,"""No""",0.458164033
1081,4,2014-05-22,8067,1272,1,1,0,0,1081,b,a,400,3,2006,0,,,,2014,5,21,"""Yes""",0.409338127
1090,4,2014-05-08,8059,904,1,1,0,0,1090,a,a,330,,,1,14,2011,"Jan,Apr,Jul,Oct",2014,5,19,"""Yes""",0.002469416
214,6,2014-12-27,7572,644,1,0,0,0,214,d,a,8650,7,2013,1,10,2014,"Jan,Apr,Jul,Oct",2014,12,52,"""Yes""",0.788490039
